rank,molecule_chembl_id,pref_name,pred_pIC50,pred_active_prob,nn_tanimoto_to_potent,nn_potent_id,nn_potent_pIC50,ad_max_sim_to_train,in_domain,pains,consensus_score,first_approval,withdrawn_flag,clean_smiles
1273,CHEMBL161,CEFTRIAXONE,5.897653957348858,0.42133333333333334,0.16101694915254236,CHEMBL6152413,7.214670164989233,0.17204301075268819,False,False,0.4736070381231672,1984.0,False,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1
1274,CHEMBL1200358,SODIUM PHENYLACETATE,4.901574961564869,0.046,0.2777777777777778,CHEMBL4746602,9.0,0.4117647058823529,True,False,0.473292836196062,1987.0,False,O=C([O-])Cc1ccccc1
1275,CHEMBL219916,DOMPERIDONE,5.232461498632267,0.31483333333333335,0.2222222222222222,CHEMBL4745027,7.045757490560675,0.3181818181818182,True,False,0.4730833682446586,,False,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1
1276,CHEMBL174,AMPICILLIN,5.489202865496928,0.2315,0.19718309859154928,CHEMBL4762048,7.468521082957745,0.25,False,False,0.47287390029325516,1965.0,False,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O
1277,CHEMBL185,FLUOROURACIL,5.625776540775872,0.21513333333333332,0.18,CHEMBL3971895,7.008773924307505,0.2608695652173913,False,False,0.47266443234185174,1962.0,False,O=c1[nH]cc(F)c(=O)[nH]1
1278,CHEMBL959,RIMANTADINE,6.383931220109245,0.23933333333333331,0.12962962962962962,CHEMBL4641493,7.236572006437063,0.22448979591836735,False,False,0.47172182656053624,1993.0,False,CC(N)C12CC3CC(CC(C3)C1)C2
1279,CHEMBL1097620,IOTHALAMATE SODIUM,5.2715758817987,0.372,0.21568627450980393,CHEMBL3310847,7.292429823902063,0.2608695652173913,False,False,0.4714076246334311,1982.0,False,CNC(=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I
1280,CHEMBL1201046,CEFORANIDE,5.552940525356648,0.423,0.189873417721519,CHEMBL4746602,9.0,0.2222222222222222,False,False,0.4713028906577294,1984.0,False,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12
1281,CHEMBL84,TOPOTECAN,5.301774720878502,0.3793333333333333,0.2127659574468085,CHEMBL5417450,7.698970004336019,0.26744186046511625,False,True,0.47098868873062416,1996.0,False,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
1282,CHEMBL1200833,DIPIVEFRIN HYDROCHLORIDE,5.2888378964440985,0.24333333333333332,0.21333333333333335,CHEMBL5850066,8.154901959985743,0.24528301886792453,False,False,0.4706744868035191,1980.0,False,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1
1283,CHEMBL1356,SODIUM BENZOATE,4.977414333651319,0.078,0.2631578947368421,CHEMBL3310846,7.1487416512809245,0.4782608695652174,True,False,0.47067448680351903,1987.0,False,O=C([O-])c1ccccc1
1284,CHEMBL19236,MOXONIDINE,5.572429524366998,0.3176666666666667,0.18666666666666668,CHEMBL4868709,8.6259059864969,0.19402985074626866,False,False,0.4698366149979053,1991.0,False,COc1nc(C)nc(Cl)c1NC1=NCCN1
1285,CHEMBL457,GEMFIBROZIL,5.065383157669982,0.1316952380952381,0.24242424242424243,CHEMBL5433736,7.0,0.2830188679245283,False,False,0.4696271470465019,1981.0,False,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
1286,CHEMBL1615439,PHENDIMETRAZINE,5.03228308338401,0.1721,0.25,CHEMBL4745027,7.045757490560675,0.25,False,False,0.46941767909509846,1976.0,True,C[C@H]1[C@H](c2ccccc2)OCCN1C
1287,CHEMBL1070,NABUMETONE,5.031986156076992,0.146,0.25,CHEMBL5094068,8.200659450546418,0.3611111111111111,True,False,0.46920821114369504,1991.0,False,COc1ccc2cc(CCC(C)=O)ccc2c1
1288,CHEMBL815,DINOPROST,6.284494228665322,0.4295,0.13793103448275862,CHEMBL4868709,8.6259059864969,0.17333333333333334,False,False,0.46868454126518644,1982.0,False,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O
1289,CHEMBL1502,PANTOPRAZOLE,4.933232563755594,0.27066666666666667,0.27058823529411763,CHEMBL5852167,9.200659450546418,0.27058823529411763,False,False,0.46868454126518644,2000.0,False,COc1ccnc(C[S+]([O-])c2nc3cc(OC(F)F)ccc3[nH]2)c1OC
1290,CHEMBL1339,VARDENAFIL HYDROCHLORIDE,5.506249296049828,0.398,0.1941747572815534,CHEMBL5270232,7.515758525723032,0.27956989247311825,False,False,0.4682656053623796,2003.0,False,CCCc1nc(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12
1291,CHEMBL3989410,INDOMETHACIN SODIUM,4.583357907875598,0.24966666666666668,0.2876712328767123,CHEMBL5406987,7.301029995663981,0.3076923076923077,True,False,0.46816087138667783,1985.0,False,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1
1292,CHEMBL861,MEPHENYTOIN,5.289457091033485,0.1672,0.2127659574468085,CHEMBL4746602,9.0,0.24,False,False,0.46784666945957265,1946.0,False,CCC1(c2ccccc2)NC(=O)N(C)C1=O
1293,CHEMBL1200845,HALCINONIDE,5.819163263861369,0.4206666666666667,0.16326530612244897,CHEMBL4758026,8.18045606445813,0.20454545454545456,False,False,0.467741935483871,1974.0,False,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1
1294,CHEMBL4594261,FLUOROESTRADIOL F-18,5.6029787872233,0.37866666666666665,0.18072289156626506,CHEMBL4795047,7.301029995663981,0.2054794520547945,False,False,0.4675324675324675,2020.0,False,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H]([18F])[C@@H]2O
1295,CHEMBL1627367,FLUOROESTRADIOL,5.6029787872233,0.37866666666666665,0.18072289156626506,CHEMBL4795047,7.301029995663981,0.2054794520547945,False,False,0.4675324675324675,2020.0,False,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](F)[C@@H]2O
1296,CHEMBL1614,DESLANOSIDE,6.221131056247447,0.4357666666666667,0.14166666666666666,CHEMBL4848630,8.33037368298365,0.18691588785046728,False,False,0.4675324675324675,1982.0,False,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@H](CC[C@@H]4[C@@H]3C[C@@H](O)[C@]3(C)[C@@H](C5=CC(=O)OC5)CC[C@]43O)C2)C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1
1297,CHEMBL38827,LUMEFANTRINE,5.51658109145945,0.208,0.19318181818181818,CHEMBL4873156,8.481486060122112,0.2839506172839506,False,False,0.4672182656053624,2009.0,False,CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1
1298,CHEMBL528,CEFTIZOXIME,5.857978191714397,0.35766666666666663,0.1619047619047619,CHEMBL4555117,8.234005224293725,0.20224719101123595,False,False,0.4671135316296607,1983.0,False,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1
1299,CHEMBL1200909,PREDNISOLONE TEBUTATE,5.783130634268327,0.442,0.16494845360824742,CHEMBL4854619,7.096910013008056,0.19148936170212766,False,False,0.4669040636782572,1956.0,False,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
1300,CHEMBL1200883,THONZONIUM BROMIDE,5.168384665169135,0.168,0.22666666666666666,CHEMBL5094068,8.200659450546418,0.2978723404255319,False,False,0.4664851277754503,1982.0,False,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1
1301,CHEMBL710,FINASTERIDE,5.90622875989422,0.37,0.1590909090909091,CHEMBL4845961,8.080921907623926,0.1728395061728395,False,False,0.4662756598240469,1992.0,False,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C
1302,CHEMBL3578202,GOZETOTIDE,5.519986368025767,0.43506666666666666,0.19230769230769232,CHEMBL6168947,7.0915149811213505,0.23469387755102042,False,True,0.4660661918726435,2020.0,False,O=C(O)CCc1ccc(O)c(CN(CCN(CC(=O)O)Cc2cc(CCC(=O)NCCCCCC(=O)NCCCC[C@H](NC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)ccc2O)CC(=O)O)c1
1303,CHEMBL2308885,CLOBETASONE BUTYRATE,5.629533450298873,0.4115333333333333,0.17757009345794392,CHEMBL5914801,8.939302159646388,0.17757009345794392,False,False,0.4656472559698366,,False,CCCC(=O)O[C@]1(C(=O)CCl)[C@H](C)C[C@@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)C(=O)C[C@@]21C
1304,CHEMBL717,MEDROXYPROGESTERONE ACETATE,5.5296444101203726,0.31333333333333335,0.19101123595505617,CHEMBL5776014,8.178486471595226,0.2125,False,False,0.4656472559698366,1959.0,False,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
1305,CHEMBL13376,CLOMETACIN,4.616105674789394,0.16775,0.28378378378378377,CHEMBL4849714,7.721246399047171,0.31666666666666665,True,False,0.4650188521156263,,True,COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1
1306,CHEMBL1909288,TRIACETYLDIPHENOLISATIN,5.4306754846168985,0.164,0.2,CHEMBL4762048,7.468521082957745,0.24561403508771928,False,False,0.4650188521156263,,True,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)N(C(C)=O)c3ccccc32)cc1
1307,CHEMBL502,DONEPEZIL,5.137701523605535,0.21996666666666667,0.22950819672131148,CHEMBL4746602,9.0,0.3013698630136986,True,False,0.46480938416422285,1996.0,False,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2
1308,CHEMBL1289,HALOPROGIN,5.209001729347712,0.188,0.2222222222222222,CHEMBL1224626,7.0,0.23684210526315788,False,False,0.46470465018852114,1982.0,False,Clc1cc(Cl)c(OCC#CI)cc1Cl
1309,CHEMBL1201260,BETHANIDINE,4.965752853279114,0.03,0.26229508196721313,CHEMBL6040577,7.167491087293763,0.43333333333333335,True,False,0.4644951822371177,1982.0,False,C/N=C(\NC)NCc1ccccc1
1310,CHEMBL1676,FLUTICASONE FUROATE,5.618096995277948,0.413,0.1782178217821782,CHEMBL4859345,7.036212172654444,0.1935483870967742,False,False,0.4641809803100126,2007.0,False,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)SCF
1311,CHEMBL3989962,PEMETREXED TROMETHAMINE,5.451693608028854,0.374,0.19767441860465115,CHEMBL4857086,7.318758762624412,0.28378378378378377,False,False,0.4632383745286971,2017.0,False,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1
1312,CHEMBL657,DIPHENHYDRAMINE,5.09310251421486,0.142,0.23529411764705882,CHEMBL5875287,7.226945306635737,0.34210526315789475,True,False,0.4630289065772937,1946.0,False,CN(C)CCOC(c1ccccc1)c1ccccc1
1313,CHEMBL5,NALIDIXIC ACID,5.040618393411193,0.166,0.24561403508771928,CHEMBL5433373,7.301029995663981,0.24561403508771928,False,False,0.46260997067448684,1964.0,False,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21
1314,CHEMBL2010601,IVACAFTOR,5.0712588742743145,0.2431111111111111,0.23880597014925373,CHEMBL5177466,7.208854658640503,0.3283582089552239,True,False,0.4626099706744868,2012.0,False,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O
1315,CHEMBL254219,DIGITOXIN,6.141481194951699,0.39843333333333336,0.14432989690721648,CHEMBL4641493,7.236572006437063,0.17,False,False,0.4619815668202765,1982.0,False,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
1316,CHEMBL1201068,PROPIOMAZINE HYDROCHLORIDE,5.422376965672452,0.2886666666666666,0.2,CHEMBL4878766,8.200659450546418,0.22666666666666666,False,False,0.4618768328445748,1960.0,False,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2
1317,CHEMBL1102,GLUTETHIMIDE,5.571529380423153,0.1743333333333333,0.1836734693877551,CHEMBL4746602,9.0,0.25,False,False,0.4618768328445748,1976.0,False,CCC1(c2ccccc2)CCC(=O)NC1=O
1318,CHEMBL1751,DIGOXIN,6.1379566569946125,0.4224333333333333,0.14432989690721648,CHEMBL4641493,7.236572006437063,0.17,False,False,0.4613531629660662,1975.0,False,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
1319,CHEMBL810,TEMOZOLOMIDE,5.591819442040167,0.33,0.18032786885245902,CHEMBL4762048,7.468521082957745,0.20754716981132076,False,False,0.4608294930875576,1999.0,False,Cn1nnc2c(C(N)=O)ncn2c1=O
1320,CHEMBL424,SALICYLIC ACID,4.9722359982635895,0.098,0.25925925925925924,CHEMBL5272231,7.886056647693163,0.41379310344827586,True,False,0.4606200251361542,,False,O=C(O)c1ccccc1O
1321,CHEMBL1201746,PRALATREXATE,5.401308188339065,0.456,0.20212765957446807,CHEMBL4750629,7.619788758288394,0.23170731707317074,False,False,0.4606200251361542,2009.0,False,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
1322,CHEMBL3707223,SOFPIRONIUM BROMIDE,5.393676167086074,0.3173333333333333,0.20224719101123595,CHEMBL4209526,7.638272163982407,0.2602739726027397,False,False,0.4602010892333473,2024.0,False,CCOC(=O)C[N+]1(C)CC[C@@H](OC(=O)[C@](O)(c2ccccc2)C2CCCC2)C1
1323,CHEMBL1201192,ARMODAFINIL,5.05761605409718,0.096,0.24,CHEMBL5433373,7.301029995663981,0.3333333333333333,True,False,0.45925848345203185,2007.0,False,NC(=O)C[S@@+]([O-])C(c1ccccc1)c1ccccc1
1324,CHEMBL1373,MODAFINIL,5.05761605409718,0.096,0.24,CHEMBL5433373,7.301029995663981,0.3333333333333333,True,False,0.45925848345203185,1998.0,False,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1
1325,CHEMBL190461,CANNABIDIOL,5.818583465210108,0.3751333333333334,0.16091954022988506,CHEMBL4447760,7.767003889607846,0.16091954022988506,False,False,0.45915374947633014,2018.0,False,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O
1326,CHEMBL1200370,BENZOYL PEROXIDE,4.92240902261139,0.036,0.26666666666666666,CHEMBL4762048,7.468521082957745,0.4583333333333333,True,False,0.45915374947633014,1984.0,False,O=C(OOC(=O)c1ccccc1)c1ccccc1
1327,CHEMBL1201019,CEFTIZOXIME SODIUM,5.858288636532329,0.3876666666666666,0.16,CHEMBL5903995,7.698970004336019,0.2,False,False,0.4590490155006284,1983.0,False,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=CCS[C@H]12)c1csc(N)n1
1328,CHEMBL1201786,LAPYRIUM,5.587454858135867,0.32073333333333337,0.18072289156626506,CHEMBL6041945,7.400116927926312,0.25806451612903225,False,False,0.45883954754922496,1982.0,False,CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1
1329,CHEMBL1201261,TYROPANOIC ACID,5.362325334027571,0.4,0.20481927710843373,CHEMBL5846789,8.844663962534938,0.26229508196721313,False,False,0.45863007959782154,1969.0,False,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I
1330,CHEMBL864,CARBINOXAMINE,5.1328499268129075,0.178,0.22784810126582278,CHEMBL5880422,8.259637310505756,0.35555555555555557,True,False,0.45821114369501464,1982.0,True,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1
1331,CHEMBL494753,ESTRONE SULFURIC ACID,5.5827345837850375,0.306,0.18072289156626506,CHEMBL4863227,8.2518119729938,0.2125,False,False,0.456954335986594,1977.0,False,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O
1332,CHEMBL6,INDOMETHACIN,4.611627470607215,0.22841666666666668,0.27631578947368424,CHEMBL4849714,7.721246399047171,0.3055555555555556,True,False,0.456221198156682,1965.0,False,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
1333,CHEMBL189171,ACEMETACIN,4.976785216565496,0.3724166666666667,0.25609756097560976,CHEMBL4849714,7.721246399047171,0.28205128205128205,False,False,0.45611646418098034,,False,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
1334,CHEMBL2107239,IOXITALAMIC ACID,5.404782201361933,0.343,0.2,CHEMBL3310846,7.1487416512809245,0.24,False,False,0.45601173020527863,,True,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c1I
1335,CHEMBL37744,ZIMELDINE,5.2623833752694535,0.196,0.21311475409836064,CHEMBL355606,7.292429823902063,0.2833333333333333,False,False,0.4560117302052786,,True,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1
1336,CHEMBL45029,MEPHOBARBITAL,5.313278662725887,0.1372,0.20833333333333334,CHEMBL4746602,9.0,0.23529411764705882,False,False,0.45590699622957687,,False,CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O
1337,CHEMBL617,CEPHALOTHIN,5.535852834271605,0.2935,0.18811881188118812,CHEMBL4541737,7.657577319177793,0.2261904761904762,False,False,0.45569752827817345,1974.0,False,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1
1338,CHEMBL573,NIACIN,4.776946887558909,0.096,0.2727272727272727,CHEMBL4798028,7.638272163982407,0.3448275862068966,True,False,0.45538332635106826,1982.0,False,O=C(O)c1cccnc1
1339,CHEMBL1201101,TESTOSTERONE CYPIONATE,5.612849921146002,0.34,0.17582417582417584,CHEMBL4872023,8.853871964321762,0.22093023255813954,False,False,0.45517385839966484,1978.0,False,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1
1340,CHEMBL797,PHENSUXIMIDE,4.979278120158978,0.07416666666666666,0.2549019607843137,CHEMBL4745027,7.045757490560675,0.2711864406779661,False,False,0.45506912442396313,1982.0,False,CN1C(=O)CC(c2ccccc2)C1=O
1341,CHEMBL387675,DAPTOMYCIN,5.997783275869998,0.424,0.15,CHEMBL5913957,7.301029995663981,0.1956521739130435,False,False,0.45475492249685795,2003.0,False,CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C
1342,CHEMBL1736,METRIZOIC ACID,5.316268624660253,0.322,0.20754716981132076,CHEMBL3310846,7.1487416512809245,0.25,False,False,0.45433598659405117,1982.0,False,CC(=O)Nc1c(I)c(C(=O)O)c(I)c(N(C)C(C)=O)c1I
1343,CHEMBL65794,CEFPIROME,5.9171189708824246,0.465,0.15384615384615385,CHEMBL4078152,7.0,0.17475728155339806,False,False,0.454021784666946,,False,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1
1344,CHEMBL606,MISOPROSTOL,6.0128215126830735,0.3646666666666667,0.1485148514851485,CHEMBL6063420,9.10790539730952,0.17721518987341772,False,False,0.45339338081273567,1988.0,False,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
1345,CHEMBL1200523,CEFAZOLIN SODIUM,5.557773013971309,0.4866666666666667,0.1834862385321101,CHEMBL4593106,8.236442944180098,0.1941747572815534,False,False,0.4531839128613322,1973.0,False,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1
1346,CHEMBL3187365,ASENAPINE,5.209904356194792,0.16,0.2191780821917808,CHEMBL4849654,7.366531544420414,0.2727272727272727,False,False,0.4529744449099288,2009.0,False,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1
1347,CHEMBL3544906,BENZPHETAMINE HYDROCHLORIDE,5.258401519575979,0.2025,0.21311475409836064,CHEMBL5272231,7.886056647693163,0.3103448275862069,True,False,0.4526602429828236,1960.0,False,C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1
1348,CHEMBL2364574,DOXYCYCLINE CALCIUM,5.689022551670849,0.3834666666666667,0.16831683168316833,CHEMBL1221473,7.096910013008056,0.21052631578947367,False,False,0.45255550900712194,1974.0,False,C[C@H]1c2cccc([O-])c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21
1349,CHEMBL1632,CEPHALOTHIN SODIUM,5.544447728699327,0.3595,0.18627450980392157,CHEMBL4541737,7.657577319177793,0.2235294117647059,False,False,0.45245077503142017,1974.0,False,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1
1350,CHEMBL1200732,AMCINONIDE,5.907647456217233,0.448,0.15384615384615385,CHEMBL4529203,7.347753658996677,0.2553191489361702,False,False,0.4519271051529116,1979.0,False,CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
1351,CHEMBL163,RITONAVIR,5.340077905177391,0.44366666666666665,0.20512820512820512,CHEMBL4555117,8.234005224293725,0.2222222222222222,False,False,0.4516129032258065,1996.0,False,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
1352,CHEMBL1200758,AMPICILLIN SODIUM,5.484924740653253,0.2275,0.1917808219178082,CHEMBL4762048,7.468521082957745,0.24193548387096775,False,False,0.4512987012987013,1971.0,False,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-]
1353,CHEMBL1200712,EVANS BLUE,5.486090338007997,0.184,0.19117647058823528,CHEMBL5177466,7.208854658640503,0.26229508196721313,False,True,0.4502513615416841,1982.0,False,Cc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c4c3O)c(C)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c(N)c2c1O
1354,CHEMBL765,GUANETHIDINE,5.5458195805383435,0.244,0.18461538461538463,CHEMBL5989401,7.3819519032879075,0.18461538461538463,False,False,0.44983242563887726,1960.0,False,N=C(N)NCCN1CCCCCCC1
1355,CHEMBL186,CEFEPIME,5.8771902250923524,0.449,0.15517241379310345,CHEMBL4555117,8.234005224293725,0.18,False,False,0.4497276916631755,1996.0,False,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1
1356,CHEMBL1201146,NORETHINDRONE ACETATE,5.72893212563563,0.342,0.16304347826086957,CHEMBL5287332,7.0,0.20987654320987653,False,False,0.4496229576874738,1973.0,False,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
1357,CHEMBL1200771,TRIDIHEXETHYL CHLORIDE,5.170901742119153,0.202,0.2222222222222222,CHEMBL5921138,8.178486471595226,0.24489795918367346,False,False,0.44920402178466695,1954.0,False,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1
1358,CHEMBL1259,METOCURINE,5.643498224604746,0.4045,0.16981132075471697,CHEMBL4747228,7.805416957817734,0.24096385542168675,False,False,0.44899455383326353,1982.0,False,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3
1359,CHEMBL2105980,CHLORPHENOXAMINE HYDROCHLORIDE,5.111078277008575,0.16,0.22807017543859648,CHEMBL4745027,7.045757490560675,0.27941176470588236,False,False,0.44888981985756177,,False,CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1
1360,CHEMBL1909283,MEBANAZINE,4.940152168531262,0.15,0.25862068965517243,CHEMBL5744041,7.48088868081564,0.375,True,False,0.44878508588186006,,True,CC(NN)c1ccccc1
1361,CHEMBL61006,PHENYLPROPANOLAMINE,4.92555326147476,0.11,0.2608695652173913,CHEMBL5875287,7.226945306635737,0.34375,True,False,0.4484708839547549,1958.0,True,CC(N)C(O)c1ccccc1
1362,CHEMBL1201891,DEFLAZACORT,5.677148488743694,0.4433333333333333,0.168141592920354,CHEMBL4529203,7.347753658996677,0.25,False,False,0.4483661499790532,2017.0,False,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C
1363,CHEMBL620,CLIDINIUM,5.432632082380578,0.212,0.19540229885057472,CHEMBL5906129,7.221848749616356,0.20833333333333334,False,False,0.4481566820276498,1982.0,False,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2
1364,CHEMBL1215,PHENYLEPHRINE,5.345231270310826,0.12075,0.2037037037037037,CHEMBL5875287,7.226945306635737,0.30357142857142855,True,False,0.44773774612484296,1952.0,False,CNC[C@H](O)c1cccc(O)c1
