action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22827497,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4717715,Inhibition of recombinant human TDO assessed as N-formylkynurenine formation using L-tryptophan as substrate measured after 1 hrs by UV-vis spectrophotometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=[N+]([O-])c1ccc(N/C(=N\O)c2cccc(Br)c2)c2nonc12,,,CHEMBL4715733,Eur J Med Chem,2016,"{'bei': '12.43', 'le': '0.28', 'lle': '1.56', 'sei': '3.71'}",,CHEMBL4792192,,CHEMBL4792192,4.70,0,http://www.openphacts.org/units/Nanomolar,3545384,=,1,1,=,,IC50,nM,,20000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,20.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22827498,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4717715,Inhibition of recombinant human TDO assessed as N-formylkynurenine formation using L-tryptophan as substrate measured after 1 hrs by UV-vis spectrophotometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=[N+]([O-])c1ccc(N/C(=N\O)c2cccc(F)c2)c2nonc12,,,CHEMBL4715733,Eur J Med Chem,2016,"{'bei': '13.70', 'le': '0.26', 'lle': '1.83', 'sei': '3.43'}",,CHEMBL4758067,,CHEMBL4758067,4.35,0,http://www.openphacts.org/units/Nanomolar,3545382,=,1,1,=,,IC50,nM,,45000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,45.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22827499,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4717715,Inhibition of recombinant human TDO assessed as N-formylkynurenine formation using L-tryptophan as substrate measured after 1 hrs by UV-vis spectrophotometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=[N+]([O-])c1ccc(N/C(=N\O)c2ccccc2Br)c2nonc12,,,CHEMBL4715733,Eur J Med Chem,2016,"{'bei': '12.17', 'le': '0.27', 'lle': '1.46', 'sei': '3.63'}",,CHEMBL4782412,,CHEMBL4782412,4.60,0,http://www.openphacts.org/units/Nanomolar,3545380,=,1,1,=,,IC50,nM,,25000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,25.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22827500,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '1.0', 'text_value': None, 'type': 'Time', 'units': 'hrs', 'value': '1.0'}]",CHEMBL4717715,Inhibition of recombinant human TDO assessed as N-formylkynurenine formation using L-tryptophan as substrate measured after 1 hrs by UV-vis spectrophotometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=[N+]([O-])c1ccc(N/C(=N\O)c2ccccc2F)c2nonc12,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4715733,Eur J Med Chem,2016,,,CHEMBL4744101,,CHEMBL4744101,,0,http://www.openphacts.org/units/Nanomolar,3545378,=,1,1,=,,IC50,nM,,110000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,110.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,22912852,[],CHEMBL4734661,Inhibition of recombinant human N-terminal His-tagged TDO (2 to 406 residues) expressed in Escherichia coli using L-Trp as substrate by UV absorbance method,B,,,BAO_0000190,BAO_0000019,assay format,COP(C)(=O)NCCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,,,CHEMBL4732103,J Med Chem,2020,"{'bei': '12.01', 'le': '0.28', 'lle': '2.51', 'sei': '4.17'}",,CHEMBL4791168,,CHEMBL4791168,5.58,0,http://www.openphacts.org/units/Nanomolar,3557515,=,1,1,=,,IC50,nM,,2600.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,2.6
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151701,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '40.0'}]",CHEMBL4810615,Inhibition of recombinant human TDO2 expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-formylkynurenine formation using L-tryptophan as substrate measured after 40 mins by methylene blue reagent based spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,Fc1ccc2c(/C=C/c3nnn[nH]3)c[nH]c2c1,,,CHEMBL4808224,J Med Chem,2021,"{'bei': '22.75', 'le': '0.42', 'lle': '3.22', 'sei': '7.42'}",,CHEMBL1812545,,CHEMBL1812545,5.21,0,http://www.openphacts.org/units/Nanomolar,3598695,=,1,1,=,,IC50,nM,,6100.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,6.1
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151702,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '40.0'}]",CHEMBL4810615,Inhibition of recombinant human TDO2 expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-formylkynurenine formation using L-tryptophan as substrate measured after 40 mins by methylene blue reagent based spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,c1ccc2c(-c3ccc4ccncc4c3)c[nH]c2c1,,,CHEMBL4808224,J Med Chem,2021,"{'bei': '21.50', 'le': '0.38', 'lle': '0.87', 'sei': '18.31'}",,CHEMBL4852583,,CHEMBL4852583,5.25,0,http://www.openphacts.org/units/Nanomolar,3598696,=,1,1,=,,IC50,nM,,5600.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,5.6
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151703,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '40.0'}]",CHEMBL4810615,Inhibition of recombinant human TDO2 expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-formylkynurenine formation using L-tryptophan as substrate measured after 40 mins by methylene blue reagent based spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,c1ccc2c(-c3ccc4cnccc4c3)c[nH]c2c1,,,CHEMBL4808224,J Med Chem,2021,"{'bei': '21.73', 'le': '0.38', 'lle': '0.93', 'sei': '18.51'}",,CHEMBL4850288,,CHEMBL4850288,5.31,0,http://www.openphacts.org/units/Nanomolar,3598697,=,1,1,=,,IC50,nM,,4900.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,4.9
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151704,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '40.0'}]",CHEMBL4810615,Inhibition of recombinant human TDO2 expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-formylkynurenine formation using L-tryptophan as substrate measured after 40 mins by methylene blue reagent based spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,c1ccc2c(-c3ccc4ncncc4c3)c[nH]c2c1,,,CHEMBL4808224,J Med Chem,2021,"{'bei': '19.95', 'le': '0.35', 'lle': '1.11', 'sei': '11.77'}",,CHEMBL4857329,,CHEMBL4857329,4.89,0,http://www.openphacts.org/units/Nanomolar,3598698,=,1,1,=,,IC50,nM,,12800.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,12.8
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151705,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '40.0'}]",CHEMBL4810615,Inhibition of recombinant human TDO2 expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-formylkynurenine formation using L-tryptophan as substrate measured after 40 mins by methylene blue reagent based spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,c1ccc2c(-c3ccc4cncnc4c3)c[nH]c2c1,,,CHEMBL4808224,J Med Chem,2021,"{'bei': '19.05', 'le': '0.34', 'lle': '0.89', 'sei': '11.24'}",,CHEMBL4847184,,CHEMBL4847184,4.67,0,http://www.openphacts.org/units/Nanomolar,3598699,=,1,1,=,,IC50,nM,,21200.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,21.2
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151706,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '40.0'}]",CHEMBL4810615,Inhibition of recombinant human TDO2 expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-formylkynurenine formation using L-tryptophan as substrate measured after 40 mins by methylene blue reagent based spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,O=C1NCC2C=CC(c3c[nH]c4ccccc34)=CC2N1,,,CHEMBL4808224,J Med Chem,2021,"{'bei': '18.45', 'le': '0.33', 'lle': '2.48', 'sei': '8.60'}",,CHEMBL4863469,,CHEMBL4863469,4.90,0,http://www.openphacts.org/units/Nanomolar,3598700,=,1,1,=,,IC50,nM,,12700.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,12.7
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151707,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '40.0'}]",CHEMBL4810615,Inhibition of recombinant human TDO2 expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-formylkynurenine formation using L-tryptophan as substrate measured after 40 mins by methylene blue reagent based spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,c1ccc2c(-c3ccc4n[nH]nc4c3)c[nH]c2c1,,,CHEMBL4808224,J Med Chem,2021,"{'bei': '24.33', 'le': '0.43', 'lle': '2.59', 'sei': '9.94'}",,CHEMBL4862463,,CHEMBL4862463,5.70,0,http://www.openphacts.org/units/Nanomolar,3598701,=,1,1,=,,IC50,nM,,2000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,2.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151708,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '40.0'}]",CHEMBL4810615,Inhibition of recombinant human TDO2 expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-formylkynurenine formation using L-tryptophan as substrate measured after 40 mins by methylene blue reagent based spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,c1ccc2c(-c3ccc4n[nH]nc4c3)c[nH]c2c1,,,CHEMBL4808224,J Med Chem,2021,"{'bei': '23.04', 'le': '0.41', 'lle': '2.29', 'sei': '9.41'}",,CHEMBL4862463,,CHEMBL4862463,5.40,0,http://www.openphacts.org/units/Nanomolar,3598702,=,1,1,=,,IC50,nM,,4000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,4.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151709,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '40.0'}]",CHEMBL4810615,Inhibition of recombinant human TDO2 expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-formylkynurenine formation using L-tryptophan as substrate measured after 40 mins by methylene blue reagent based spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,c1ccc2c(-c3ccc4n[nH]nc4c3)c[nH]c2c1,,,CHEMBL4808224,J Med Chem,2021,"{'bei': '23.10', 'le': '0.41', 'lle': '2.30', 'sei': '9.44'}",,CHEMBL4862463,,CHEMBL4862463,5.41,0,http://www.openphacts.org/units/Nanomolar,3598703,=,1,1,=,,IC50,nM,,3870.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,3.87
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151710,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '40.0'}]",CHEMBL4810615,Inhibition of recombinant human TDO2 expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-formylkynurenine formation using L-tryptophan as substrate measured after 40 mins by methylene blue reagent based spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,Nc1c(-c2c[nH]c3ccccc23)ccc2[nH]nnc12,,,CHEMBL4808224,J Med Chem,2021,"{'bei': '21.72', 'le': '0.39', 'lle': '2.72', 'sei': '6.49'}",,CHEMBL4858642,,CHEMBL4858642,5.42,0,http://www.openphacts.org/units/Nanomolar,3598704,=,1,1,=,,IC50,nM,,3850.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,3.85
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151711,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '40.0'}]",CHEMBL4810615,Inhibition of recombinant human TDO2 expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-formylkynurenine formation using L-tryptophan as substrate measured after 40 mins by methylene blue reagent based spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,Nc1c(-c2c[nH]c3ccccc23)ccc2[nH]nnc12,,,CHEMBL4808224,J Med Chem,2021,"{'bei': '21.26', 'le': '0.38', 'lle': '2.61', 'sei': '6.36'}",,CHEMBL4858642,,CHEMBL4858642,5.30,0,http://www.openphacts.org/units/Nanomolar,3598705,=,1,1,=,,IC50,nM,,5010.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,5.01
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151712,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '40.0'}]",CHEMBL4810615,Inhibition of recombinant human TDO2 expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-formylkynurenine formation using L-tryptophan as substrate measured after 40 mins by methylene blue reagent based spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,Cn1nnc2ccc(-c3c[nH]c4ccccc34)c(N)c21,,,CHEMBL4808224,J Med Chem,2021,"{'bei': '20.53', 'le': '0.37', 'lle': '2.71', 'sei': '7.45'}",,CHEMBL4875453,,CHEMBL4875453,5.41,0,http://www.openphacts.org/units/Nanomolar,3598706,=,1,1,=,,IC50,nM,,3930.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,3.93
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151713,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '40.0'}]",CHEMBL4810615,Inhibition of recombinant human TDO2 expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-formylkynurenine formation using L-tryptophan as substrate measured after 40 mins by methylene blue reagent based spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,c1ccc2c(-c3cnc4[nH]nnc4c3)c[nH]c2c1,,,CHEMBL4808224,J Med Chem,2021,"{'bei': '20.76', 'le': '0.37', 'lle': '2.38', 'sei': '6.95'}",,CHEMBL4850064,,CHEMBL4850064,4.88,0,http://www.openphacts.org/units/Nanomolar,3598707,=,1,1,=,,IC50,nM,,13060.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,13.06
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151714,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '40.0'}]",CHEMBL4810615,Inhibition of recombinant human TDO2 expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-formylkynurenine formation using L-tryptophan as substrate measured after 40 mins by methylene blue reagent based spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,c1ccc2c(-c3cnc4[nH]nnc4c3)c[nH]c2c1,,,CHEMBL4808224,J Med Chem,2021,"{'bei': '21.71', 'le': '0.39', 'lle': '2.61', 'sei': '7.27'}",,CHEMBL4850064,,CHEMBL4850064,5.11,0,http://www.openphacts.org/units/Nanomolar,3598708,=,1,1,=,,IC50,nM,,7830.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,7.83
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151715,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '40.0'}]",CHEMBL4810615,Inhibition of recombinant human TDO2 expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-formylkynurenine formation using L-tryptophan as substrate measured after 40 mins by methylene blue reagent based spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,c1ccc2c(-c3cnc4[nH]nnc4c3)c[nH]c2c1,,,CHEMBL4808224,J Med Chem,2021,"{'bei': '21.43', 'le': '0.38', 'lle': '2.54', 'sei': '7.18'}",,CHEMBL4850064,,CHEMBL4850064,5.04,0,http://www.openphacts.org/units/Nanomolar,3598709,=,1,1,=,,IC50,nM,,9080.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,9.08
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151716,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '40.0'}]",CHEMBL4810615,Inhibition of recombinant human TDO2 expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-formylkynurenine formation using L-tryptophan as substrate measured after 40 mins by methylene blue reagent based spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,O=[N+]([O-])c1c(-c2c[nH]c3ccccc23)ccc2nn[nH]c12,,,CHEMBL4808224,J Med Chem,2021,"{'bei': '21.05', 'le': '0.38', 'lle': '2.87', 'sei': '5.85'}",,CHEMBL4863129,,CHEMBL4863129,5.88,0,http://www.openphacts.org/units/Nanomolar,3598710,=,1,1,=,,IC50,nM,,1320.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,1.32
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151717,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '40.0'}]",CHEMBL4810615,Inhibition of recombinant human TDO2 expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-formylkynurenine formation using L-tryptophan as substrate measured after 40 mins by methylene blue reagent based spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,Fc1ccc2c(-c3ccc4[nH]nnc4c3)c[nH]c2c1,,,CHEMBL4808224,J Med Chem,2021,"{'bei': '23.62', 'le': '0.43', 'lle': '2.71', 'sei': '10.39'}",,CHEMBL4862796,,CHEMBL4862796,5.96,0,http://www.openphacts.org/units/Nanomolar,3598711,=,1,1,=,,IC50,nM,,1100.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,1.1
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23151718,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.6667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '40.0'}]",CHEMBL4810615,Inhibition of recombinant human TDO2 expressed in Escherichia coli BL21 (DE3) assessed as reduction in N-formylkynurenine formation using L-tryptophan as substrate measured after 40 mins by methylene blue reagent based spectrophotometry,B,,,BAO_0000190,BAO_0000019,assay format,FC(F)(F)Cn1nnc2cc(-c3c[nH]c4ccccc34)ccc21,,,CHEMBL4808224,J Med Chem,2021,"{'bei': '15.25', 'le': '0.29', 'lle': '0.68', 'sei': '10.37'}",,CHEMBL4853909,,CHEMBL4853909,4.82,0,http://www.openphacts.org/units/Nanomolar,3598712,=,1,1,=,,IC50,nM,,15000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,15.0
