molecule_chembl_id,pref_name,clean_smiles,first_approval,pred_IDO1,pred_TDO2,pred_M,pred_D,LCB_IDO1,LCB_TDO2,LCB_dual,P_dual_active,P_balanced_dual,AD_maxTanimoto,in_domain
CHEMBL1096,AMLEXANOX,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,1996.0,6.04,5.87,5.95,0.17,4.61,4.69,4.61,0.271,0.265,0.187,False
CHEMBL1908361,LEVOLEUCOVORIN CALCIUM,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O,2008.0,6.6,5.79,6.19,0.81,5.17,4.61,4.61,0.32,0.265,0.173,False
CHEMBL1201016,CEFPODOXIME PROXETIL,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,1992.0,6.4,5.77,6.09,0.63,4.97,4.6,4.6,0.282,0.265,0.196,False
CHEMBL374731,TELBIVUDINE,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,2006.0,6.08,5.78,5.93,0.3,4.65,4.6,4.6,0.26,0.254,0.176,False
CHEMBL1229211,DOLUTEGRAVIR,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,2013.0,6.03,5.79,5.91,0.24,4.6,4.61,4.6,0.243,0.238,0.221,False
CHEMBL204656,ELVITEGRAVIR,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,2012.0,6.03,6.02,6.02,0.01,4.6,4.84,4.6,0.304,0.293,0.244,False
CHEMBL70418,CLOBAZAM,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,2005.0,6.03,5.85,5.94,0.18,4.6,4.67,4.6,0.271,0.265,0.309,True
CHEMBL1397,POSACONAZOLE,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,2005.0,6.17,5.78,5.98,0.4,4.75,4.6,4.6,0.271,0.26,0.218,False
CHEMBL608533,MIDOSTAURIN,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,2017.0,6.02,6.03,6.03,-0.01,4.6,4.86,4.6,0.309,0.293,0.175,False
CHEMBL1908307,FLOSEQUINAN,Cn1cc([S+](C)[O-])c(=O)c2ccc(F)cc21,1992.0,6.02,6.34,6.18,-0.32,4.6,5.16,4.6,0.37,0.326,0.396,True
CHEMBL3989516,FOSTAMATINIB DISODIUM,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)([O-])[O-])C(=O)C(C)(C)O4)n2)cc(OC)c1OC,2018.0,6.06,5.78,5.92,0.29,4.64,4.6,4.6,0.249,0.243,0.253,False
CHEMBL2105762,OMARIGLIPTIN,CS(=O)(=O)n1cc2c(n1)CN([C@H]1CO[C@H](c3cc(F)ccc3F)[C@@H](N)C1)C2,2015.0,6.03,5.85,5.94,0.18,4.6,4.67,4.6,0.271,0.265,0.196,False
CHEMBL838,BENAZEPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,1991.0,6.25,5.78,6.01,0.47,4.82,4.6,4.6,0.265,0.249,0.243,False
CHEMBL1200843,METHYLERGONOVINE MALEATE,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1946.0,6.17,5.78,5.98,0.4,4.75,4.6,4.6,0.265,0.249,0.213,False
CHEMBL487253,BENDAMUSTINE,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,2008.0,6.03,5.86,5.94,0.17,4.6,4.68,4.6,0.271,0.265,0.215,False
CHEMBL2103830,FOSTAMATINIB,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,2018.0,6.07,5.77,5.92,0.29,4.64,4.6,4.6,0.249,0.243,0.267,False
CHEMBL461101,ELTROMBOPAG,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,2008.0,6.02,5.78,5.9,0.24,4.6,4.6,4.6,0.243,0.238,0.28,False
CHEMBL1200482,CEFOPERAZONE SODIUM,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,1982.0,6.13,5.78,5.95,0.35,4.7,4.6,4.6,0.271,0.26,0.152,False
CHEMBL917,FLOXURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,1970.0,6.13,5.78,5.96,0.35,4.71,4.6,4.6,0.271,0.26,0.185,False
CHEMBL1201195,CEFMETAZOLE,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,1989.0,6.03,5.8,5.91,0.23,4.6,4.62,4.6,0.243,0.238,0.142,False
CHEMBL188952,PIRPROFEN,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,1987.0,6.03,6.0,6.01,0.03,4.6,4.82,4.6,0.304,0.293,0.271,False
CHEMBL6068328,ELTROMBOPAG CHOLINE,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)[O-])c2)c1O,2023.0,6.05,5.78,5.91,0.27,4.62,4.6,4.6,0.243,0.238,0.267,False
CHEMBL6466,COUMARIN,O=c1ccc2ccccc2o1,,6.04,5.78,5.91,0.26,4.62,4.6,4.6,0.243,0.238,0.186,False
CHEMBL141,LAMIVUDINE,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,1995.0,6.27,5.78,6.02,0.49,4.85,4.6,4.6,0.282,0.271,0.171,False
CHEMBL575,METHICILLIN,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,1982.0,6.07,5.77,5.92,0.29,4.64,4.6,4.6,0.249,0.243,0.231,False
CHEMBL628,PENTOXIFYLLINE,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,1984.0,6.05,5.78,5.92,0.28,4.63,4.6,4.6,0.243,0.238,0.179,False
CHEMBL493,BROMOCRIPTINE,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,1978.0,6.16,5.78,5.97,0.38,4.74,4.6,4.6,0.271,0.26,0.188,False
CHEMBL7728,HEXOBARBITAL,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,,6.02,5.81,5.92,0.21,4.6,4.63,4.6,0.243,0.238,0.2,False
CHEMBL534,KETOTIFEN,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,1999.0,6.03,5.8,5.91,0.23,4.6,4.62,4.6,0.243,0.238,0.254,False
CHEMBL578,ENALAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,1985.0,6.13,5.77,5.95,0.36,4.71,4.59,4.59,0.265,0.254,0.244,False
CHEMBL1200549,RAPACURONIUM BROMIDE,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1,1999.0,6.07,5.77,5.92,0.31,4.64,4.59,4.59,0.254,0.249,0.152,False
CHEMBL3,NICOTINE,CN1CCC[C@H]1c1cccnc1,1984.0,6.1,5.77,5.93,0.33,4.67,4.59,4.59,0.254,0.249,0.271,False
CHEMBL1664,FOSAMPRENAVIR,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,2003.0,6.22,5.77,5.99,0.45,4.8,4.59,4.59,0.265,0.249,0.198,False
CHEMBL1208,CINOXACIN,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,1980.0,6.01,5.92,5.97,0.09,4.59,4.74,4.59,0.282,0.271,0.224,False
CHEMBL601719,CRIZOTINIB,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,2011.0,6.46,5.76,6.11,0.69,5.03,4.59,4.59,0.282,0.249,0.258,False
CHEMBL752,ADENOSINE PHOSPHATE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,,6.24,5.76,6.0,0.47,4.81,4.59,4.59,0.265,0.249,0.139,False
CHEMBL3181832,METHICILLIN SODIUM,COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],1982.0,6.11,5.76,5.94,0.35,4.68,4.59,4.59,0.254,0.243,0.227,False
CHEMBL4297592,AMENAMEVIR,Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1,2017.0,6.82,5.76,6.29,1.06,5.39,4.59,4.59,0.348,0.249,0.209,False
CHEMBL70046,SORIVUDINE,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br,,6.24,5.77,6.0,0.47,4.81,4.59,4.59,0.265,0.249,0.152,False
CHEMBL428880,CROMOLYN,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,1982.0,6.08,5.77,5.93,0.31,4.66,4.59,4.59,0.254,0.249,0.231,False
CHEMBL855,TRIPROLIDINE,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,1982.0,6.02,5.79,5.91,0.22,4.59,4.62,4.59,0.243,0.238,0.21,False
CHEMBL2103855,TELOTRISTAT,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,,6.47,5.77,6.12,0.7,5.04,4.59,4.59,0.282,0.249,0.207,False
CHEMBL1401,NITAZOXANIDE,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,2002.0,6.76,5.77,6.26,0.99,5.34,4.59,4.59,0.337,0.254,0.258,False
CHEMBL4458276,ENMETAZOBACTAM,Cn1cc[n+](C[C@@]2(C)[C@H](C(=O)[O-])N3C(=O)C[C@H]3S2(=O)=O)n1,2024.0,6.17,5.77,5.97,0.4,4.74,4.59,4.59,0.265,0.249,0.159,False
CHEMBL2325741,CAPIVASERTIB,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2nc[nH]c3nccc2-3)CC1,2023.0,6.49,5.76,6.13,0.72,5.06,4.59,4.59,0.293,0.249,0.242,False
CHEMBL1200734,FOSAMPRENAVIR CALCIUM,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,2003.0,6.22,5.77,5.99,0.46,4.8,4.59,4.59,0.265,0.249,0.198,False
CHEMBL2403238,CABOTEGRAVIR,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,2021.0,6.02,5.79,5.9,0.23,4.59,4.61,4.59,0.243,0.238,0.218,False
CHEMBL231813,TELAPREVIR,CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,2011.0,6.02,5.75,5.89,0.27,4.59,4.58,4.58,0.232,0.227,0.2,False
CHEMBL469,KETOROLAC,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,1989.0,6.01,5.84,5.92,0.16,4.58,4.66,4.58,0.265,0.26,0.242,False
CHEMBL2107383,VERNAKALANT HYDROCHLORIDE,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,2010.0,6.0,5.89,5.94,0.12,4.58,4.71,4.58,0.265,0.254,0.196,False
CHEMBL967,TEMAZEPAM,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,1981.0,6.35,5.76,6.05,0.59,4.92,4.58,4.58,0.282,0.265,0.305,True
CHEMBL969,PRAZEPAM,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,1982.0,6.29,5.76,6.02,0.53,4.86,4.58,4.58,0.276,0.265,0.286,False
CHEMBL516,CYPROHEPTADINE,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,1961.0,6.01,5.78,5.89,0.22,4.58,4.6,4.58,0.238,0.232,0.265,False
CHEMBL311498,CIANIDANOL,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](O)C2,1977.0,6.18,5.76,5.97,0.42,4.76,4.58,4.58,0.265,0.249,0.219,False
CHEMBL1228,OXYPHENBUTAZONE ANHYDROUS,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,1960.0,6.01,5.78,5.9,0.23,4.58,4.61,4.58,0.243,0.238,0.241,False
CHEMBL914,FEXOFENADINE,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1996.0,6.01,5.79,5.9,0.22,4.58,4.61,4.58,0.243,0.238,0.211,False
CHEMBL1200648,ROCURONIUM BROMIDE,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,1994.0,6.0,5.88,5.94,0.13,4.58,4.7,4.58,0.265,0.254,0.165,False
CHEMBL129,ZIDOVUDINE,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,1987.0,6.09,5.76,5.93,0.33,4.67,4.58,4.58,0.254,0.249,0.156,False
CHEMBL116,AMPRENAVIR,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,1999.0,6.24,5.75,6.0,0.49,4.81,4.58,4.58,0.26,0.249,0.213,False
CHEMBL3545110,RIBOCICLIB,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,2017.0,6.33,5.76,6.05,0.57,4.91,4.58,4.58,0.282,0.265,0.241,False
CHEMBL18442,PLERIXAFOR,c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,2008.0,6.15,5.76,5.95,0.39,4.72,4.58,4.58,0.265,0.254,0.328,True
CHEMBL184,ACYCLOVIR,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,1982.0,6.22,5.76,5.99,0.46,4.79,4.58,4.58,0.265,0.249,0.155,False
CHEMBL1200893,PROTOKYLOL HYDROCHLORIDE,CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,1982.0,6.04,5.76,5.9,0.28,4.62,4.58,4.58,0.238,0.232,0.243,False
CHEMBL521686,OLAPARIB,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,2014.0,6.05,5.76,5.9,0.29,4.62,4.58,4.58,0.243,0.238,0.282,False
CHEMBL297302,BENPERIDOL,O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,,6.06,5.76,5.91,0.3,4.63,4.58,4.58,0.249,0.243,0.226,False
CHEMBL1646,INDOCYANINE GREEN,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,1959.0,6.14,5.76,5.95,0.39,4.71,4.58,4.58,0.265,0.254,0.19,False
CHEMBL1435,CEFAZOLIN,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,1973.0,6.13,5.75,5.94,0.38,4.7,4.58,4.58,0.26,0.249,0.176,False
CHEMBL1198,PRAMOXINE,CCCCOc1ccc(OCCCN2CCOCC2)cc1,1976.0,5.99,5.8,5.9,0.2,4.57,4.62,4.57,0.238,0.232,0.229,False
CHEMBL91397,RUPATADINE,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,,6.17,5.75,5.96,0.42,4.74,4.57,4.57,0.249,0.232,0.229,False
CHEMBL865,VALDECOXIB,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,2001.0,6.19,5.75,5.97,0.44,4.76,4.57,4.57,0.249,0.232,0.315,True
CHEMBL2107834,RIOCIGUAT,COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,2013.0,6.08,5.75,5.91,0.33,4.65,4.57,4.57,0.238,0.232,0.233,False
CHEMBL1679,LEUCOVORIN,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,1952.0,6.58,5.75,6.16,0.83,5.15,4.57,4.57,0.293,0.238,0.209,False
CHEMBL3137330,CABOTEGRAVIR SODIUM,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12,2021.0,6.06,5.75,5.9,0.31,4.63,4.57,4.57,0.232,0.227,0.222,False
CHEMBL1278,NARATRIPTAN,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,1998.0,6.29,5.75,6.02,0.54,4.86,4.57,4.57,0.271,0.26,0.244,False
CHEMBL3039502,DUVELISIB,C[C@H](Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,2018.0,6.27,5.75,6.01,0.52,4.84,4.57,4.57,0.254,0.243,0.26,False
CHEMBL334966,CANGRELOR,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O,2015.0,6.0,5.75,5.87,0.25,4.58,4.57,4.57,0.221,0.215,0.153,False
CHEMBL288441,BOSUTINIB,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,2012.0,6.0,5.77,5.88,0.23,4.57,4.59,4.57,0.232,0.227,0.238,False
CHEMBL1201118,CEFMETAZOLE SODIUM,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21,1989.0,6.01,5.74,5.88,0.27,4.58,4.57,4.57,0.221,0.215,0.14,False
CHEMBL3545376,ERDAFITINIB,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,2019.0,6.0,5.89,5.94,0.11,4.57,4.71,4.57,0.265,0.254,0.227,False
CHEMBL5315122,BORTEZOMIB D-MANNITOL,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B1O[C@H]([C@H](O)CO)[C@@H]([C@H](O)CO)O1,2003.0,6.19,5.75,5.97,0.44,4.76,4.57,4.57,0.26,0.243,0.214,False
CHEMBL1231574,LEVOMEFOLIC ACID,CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,2010.0,6.54,5.74,6.14,0.8,5.11,4.57,4.57,0.271,0.215,0.229,False
CHEMBL946,AZATADINE,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,1977.0,6.17,5.75,5.96,0.42,4.74,4.57,4.57,0.254,0.238,0.242,False
CHEMBL1908841,LEVOLEUCOVORIN,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,2008.0,6.58,5.75,6.16,0.83,5.15,4.57,4.57,0.293,0.238,0.209,False
CHEMBL911,ZOLPIDEM,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,1992.0,5.99,5.93,5.96,0.06,4.57,4.75,4.57,0.282,0.271,0.221,False
CHEMBL6437,MIANSERIN,CN1CCN2c3ccccc3Cc3ccccc3C2C1,,6.0,5.76,5.88,0.23,4.57,4.58,4.57,0.232,0.227,0.238,False
CHEMBL395110,MEPAZINE,CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,,6.03,5.75,5.89,0.28,4.6,4.57,4.57,0.227,0.221,0.215,False
CHEMBL106,FLUCONAZOLE,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,1990.0,6.0,5.8,5.9,0.2,4.57,4.62,4.57,0.238,0.232,0.234,False
CHEMBL895,NALBUPHINE,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,1979.0,6.11,5.75,5.93,0.37,4.69,4.57,4.57,0.238,0.227,0.175,False
CHEMBL1790041,RANITIDINE,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,1983.0,6.2,5.74,5.97,0.46,4.77,4.57,4.57,0.249,0.232,0.197,False
CHEMBL2368924,DOLASETRON MESYLATE,O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,1997.0,5.99,5.84,5.92,0.15,4.57,4.67,4.57,0.265,0.254,0.185,False
CHEMBL2105420,TAUROLIDINE,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1,2023.0,6.08,5.75,5.91,0.33,4.65,4.57,4.57,0.249,0.243,0.118,False
CHEMBL3936761,ZANUBRUTINIB,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,2019.0,6.47,5.75,6.11,0.73,5.05,4.57,4.57,0.265,0.215,0.225,False
CHEMBL385517,SAXAGLIPTIN ANHYDROUS,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,2009.0,6.78,5.75,6.26,1.03,5.35,4.57,4.57,0.32,0.232,0.141,False
CHEMBL22097,LORMETAZEPAM,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,,6.3,5.75,6.02,0.55,4.87,4.57,4.57,0.271,0.26,0.279,False
CHEMBL2105695,TELOTRISTAT ETHYL,CCOC(=O)[C@@H](N)Cc1ccc(-c2cc(O[C@H](c3ccc(Cl)cc3-n3ccc(C)n3)C(F)(F)F)nc(N)n2)cc1,2017.0,6.49,5.75,6.12,0.74,5.06,4.57,4.57,0.271,0.215,0.204,False
CHEMBL266349,MELAGATRAN,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,2004.0,6.48,5.75,6.12,0.74,5.06,4.57,4.57,0.271,0.215,0.209,False
CHEMBL1003,CLAVULANATE POTASSIUM,O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,1984.0,6.05,5.74,5.9,0.31,4.63,4.56,4.56,0.227,0.221,0.16,False
CHEMBL1027,TIAGABINE,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,1997.0,5.98,5.87,5.93,0.11,4.56,4.7,4.56,0.26,0.249,0.312,True
CHEMBL1255739,METHAPYRILENE HYDROCHLORIDE,CN(C)CCN(Cc1cccs1)c1ccccn1,,6.14,5.73,5.94,0.41,4.72,4.56,4.56,0.243,0.227,0.219,False
CHEMBL680,CEFACLOR ANHYDROUS,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,1979.0,6.31,5.74,6.02,0.57,4.88,4.56,4.56,0.254,0.238,0.209,False
CHEMBL4297517,MAVACAMTEN,CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O,2022.0,6.24,5.74,5.99,0.5,4.81,4.56,4.56,0.243,0.232,0.242,False
CHEMBL1372950,NICERGOLINE,CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13,,6.15,5.74,5.95,0.42,4.73,4.56,4.56,0.243,0.227,0.208,False
CHEMBL1213165,DOLUTEGRAVIR SODIUM,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12,2013.0,6.06,5.73,5.9,0.33,4.64,4.56,4.56,0.227,0.221,0.219,False
CHEMBL2364639,VALBENAZINE,COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2,2017.0,6.32,5.73,6.02,0.58,4.89,4.56,4.56,0.254,0.238,0.171,False
CHEMBL419213,LISINOPRIL,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,1987.0,6.24,5.74,5.99,0.51,4.82,4.56,4.56,0.243,0.232,0.25,False
CHEMBL2,PRAZOSIN,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,1976.0,5.99,5.83,5.91,0.15,4.56,4.65,4.56,0.238,0.227,0.244,False
CHEMBL1346,DARIFENACIN,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,2004.0,6.15,5.74,5.94,0.41,4.72,4.56,4.56,0.243,0.227,0.241,False
CHEMBL376897,METHSCOPOLAMINE,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12,1953.0,6.02,5.73,5.88,0.28,4.59,4.56,4.56,0.221,0.215,0.209,False
CHEMBL1200665,DIPHENOXYLATE HYDROCHLORIDE,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,1960.0,5.99,5.74,5.87,0.25,4.56,4.56,4.56,0.215,0.21,0.246,False
CHEMBL829,METHYLPROMAZINE,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,1982.0,5.99,5.93,5.96,0.06,4.56,4.75,4.56,0.282,0.271,0.17,False
CHEMBL1201116,HETACILLIN,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,1982.0,6.24,5.74,5.99,0.5,4.81,4.56,4.56,0.243,0.232,0.222,False
CHEMBL1200672,CEFPIRAMIDE SODIUM,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1,1989.0,5.99,5.77,5.88,0.22,4.56,4.59,4.56,0.227,0.221,0.162,False
