molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_units,standard_value,pchembl_value,document_chembl_id,data_validity_comment
CHEMBL817,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,IC50,,,,,CHEMBL1909046,
CHEMBL817,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,Ki,,,,,CHEMBL1909046,
CHEMBL1643,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,IC50,,,,,CHEMBL1909046,
CHEMBL1643,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,Ki,,,,,CHEMBL1909046,
CHEMBL163,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,IC50,,,,,CHEMBL1909046,
CHEMBL163,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,Ki,,,,,CHEMBL1909046,
CHEMBL452861,CC(C)NC[C@H](O)COc1cccc2ccccc12,IC50,,,,,CHEMBL1909046,
CHEMBL452861,CC(C)NC[C@H](O)COc1cccc2ccccc12,Ki,,,,,CHEMBL1909046,
CHEMBL154111,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,IC50,,,,,CHEMBL1909046,
CHEMBL154111,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,Ki,,,,,CHEMBL1909046,
CHEMBL809,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,IC50,,,,,CHEMBL1909046,
CHEMBL809,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,Ki,,,,,CHEMBL1909046,
CHEMBL471,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,IC50,,,,,CHEMBL1909046,
CHEMBL471,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,Ki,,,,,CHEMBL1909046,
CHEMBL404,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,IC50,,,,,CHEMBL1909046,
CHEMBL404,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,Ki,,,,,CHEMBL1909046,
CHEMBL1760,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,IC50,,,,,CHEMBL1909046,
CHEMBL1760,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,Ki,,,,,CHEMBL1909046,
CHEMBL427526,CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,IC50,,,,,CHEMBL1909046,
CHEMBL427526,CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,Ki,,,,,CHEMBL1909046,
CHEMBL991,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,IC50,,,,,CHEMBL1909046,
CHEMBL991,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,Ki,,,,,CHEMBL1909046,
CHEMBL439,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,IC50,,,,,CHEMBL1909046,
CHEMBL439,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,Ki,,,,,CHEMBL1909046,
CHEMBL1109,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,IC50,,,,,CHEMBL1909046,
CHEMBL1109,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,Ki,,,,,CHEMBL1909046,
CHEMBL404849,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,IC50,,,,,CHEMBL1909046,
CHEMBL404849,CCCCCCCCNC(C)C(O)c1ccc(SC(C)C)cc1,Ki,,,,,CHEMBL1909046,
CHEMBL1236282,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,IC50,,,,,CHEMBL1909046,
CHEMBL1236282,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,Ki,,,,,CHEMBL1909046,
CHEMBL833,Clc1ccccc1CN1CCc2sccc2C1,IC50,,,,,CHEMBL1909046,
CHEMBL833,Clc1ccccc1CN1CCc2sccc2C1,Ki,,,,,CHEMBL1909046,
CHEMBL1020,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,IC50,=,nM,41.0,7.39,CHEMBL1909046,
CHEMBL1020,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,Ki,,,,,CHEMBL1909046,
CHEMBL444633,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,IC50,,,,,CHEMBL1909046,
CHEMBL444633,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,Ki,,,,,CHEMBL1909046,
CHEMBL18701,CCCCOc1cc(CC2CNC(=O)N2)ccc1OC,IC50,,,,,CHEMBL1909046,
CHEMBL18701,CCCCOc1cc(CC2CNC(=O)N2)ccc1OC,Ki,,,,,CHEMBL1909046,
CHEMBL1909076,N[C@H](CSC(=S)NCc1ccccc1)C(=O)O,IC50,,,,,CHEMBL1909046,
CHEMBL1909076,N[C@H](CSC(=S)NCc1ccccc1)C(=O)O,Ki,,,,,CHEMBL1909046,
CHEMBL114,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,IC50,,,,,CHEMBL1909046,
CHEMBL114,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,Ki,,,,,CHEMBL1909046,
CHEMBL1419,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,IC50,,,,,CHEMBL1909046,
CHEMBL1419,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,Ki,,,,,CHEMBL1909046,
CHEMBL850,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,IC50,,,,,CHEMBL1909046,
CHEMBL850,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,Ki,,,,,CHEMBL1909046,
CHEMBL26,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,IC50,,,,,CHEMBL1909046,
CHEMBL26,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,Ki,,,,,CHEMBL1909046,
CHEMBL20883,O=c1[nH]c(=O)n(C2CCCO2)cc1F,IC50,,,,,CHEMBL1909046,
CHEMBL20883,O=c1[nH]c(=O)n(C2CCCO2)cc1F,Ki,,,,,CHEMBL1909046,
CHEMBL1714574,CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,IC50,,,,,CHEMBL1909046,
CHEMBL1714574,CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,Ki,,,,,CHEMBL1909046,
CHEMBL1219,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,IC50,,,,,CHEMBL1909046,
CHEMBL1219,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,Ki,,,,,CHEMBL1909046,
CHEMBL372795,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,IC50,,,,,CHEMBL1909046,
CHEMBL372795,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,Ki,,,,,CHEMBL1909046,
CHEMBL62193,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,IC50,,,,,CHEMBL1909046,
CHEMBL62193,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,Ki,,,,,CHEMBL1909046,
CHEMBL421,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,IC50,,,,,CHEMBL1909046,
CHEMBL421,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,Ki,,,,,CHEMBL1909046,
CHEMBL17157,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,IC50,,,,,CHEMBL1909046,
CHEMBL17157,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,Ki,,,,,CHEMBL1909046,
CHEMBL508338,,IC50,,,,,CHEMBL1909046,
CHEMBL508338,,Ki,,,,,CHEMBL1909046,
CHEMBL267744,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,IC50,,,,,CHEMBL1909046,
CHEMBL267744,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,Ki,,,,,CHEMBL1909046,
CHEMBL83668,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,IC50,,,,,CHEMBL1909046,
CHEMBL83668,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,Ki,,,,,CHEMBL1909046,
CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,IC50,,,,,CHEMBL1909046,
CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,Ki,,,,,CHEMBL1909046,
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,IC50,=,nM,31868.0,4.50,CHEMBL1909046,
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,Ki,,,,,CHEMBL1909046,
CHEMBL1200748,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O,IC50,,,,,CHEMBL1909046,
CHEMBL1200748,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O,Ki,,,,,CHEMBL1909046,
CHEMBL37858,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,IC50,,,,,CHEMBL1909046,
CHEMBL37858,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,Ki,,,,,CHEMBL1909046,
CHEMBL192,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,IC50,,,,,CHEMBL1909046,
CHEMBL192,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,Ki,,,,,CHEMBL1909046,
CHEMBL1908847,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,IC50,,,,,CHEMBL1909046,
CHEMBL1908847,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,Ki,,,,,CHEMBL1909046,
CHEMBL128,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,IC50,,,,,CHEMBL1909046,
CHEMBL128,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Ki,,,,,CHEMBL1909046,
CHEMBL2367892,CC(=O)N[C@@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O)cc(O)cc3[C@@H](C(=O)O)NC2=O)O[C@@H](CO)[C@@H](O)[C@@H]1O,IC50,,,,,CHEMBL1909046,
CHEMBL2367892,CC(=O)N[C@@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(O[C@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]4O)cc(O)cc3[C@@H](C(=O)O)NC2=O)O[C@@H](CO)[C@@H](O)[C@@H]1O,Ki,,,,,CHEMBL1909046,
CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,,,,,CHEMBL1909046,
CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,Ki,,,,,CHEMBL1909046,
CHEMBL1977579,CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,IC50,,,,,CHEMBL1909046,
CHEMBL1977579,CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,Ki,,,,,CHEMBL1909046,
CHEMBL1539,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,IC50,,,,,CHEMBL1909046,
CHEMBL1539,COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,Ki,,,,,CHEMBL1909046,
CHEMBL437,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,IC50,,,,,CHEMBL1909046,
CHEMBL437,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,Ki,,,,,CHEMBL1909046,
CHEMBL386630,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,IC50,,,,,CHEMBL1909046,
CHEMBL386630,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,Ki,,,,,CHEMBL1909046,
CHEMBL38737,CC(=N)S,IC50,,,,,CHEMBL1909046,
CHEMBL38737,CC(=N)S,Ki,,,,,CHEMBL1909046,
CHEMBL499,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,IC50,,,,,CHEMBL1909046,
CHEMBL499,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,Ki,,,,,CHEMBL1909046,
CHEMBL1076211,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,IC50,,,,,CHEMBL1909046,
CHEMBL1076211,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,Ki,,,,,CHEMBL1909046,
CHEMBL1168,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,IC50,,,,,CHEMBL1909046,
CHEMBL1168,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,Ki,,,,,CHEMBL1909046,
CHEMBL1660,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,IC50,,,,,CHEMBL1909046,
CHEMBL1660,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,Ki,,,,,CHEMBL1909046,
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,IC50,,,,,CHEMBL1909046,
CHEMBL121,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,Ki,,,,,CHEMBL1909046,
CHEMBL242273,C=CCc1ccc2c(c1)OCO2,IC50,,,,,CHEMBL1909046,
CHEMBL242273,C=CCc1ccc2c(c1)OCO2,Ki,,,,,CHEMBL1909046,
CHEMBL10,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,IC50,,,,,CHEMBL1909046,
CHEMBL10,C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,Ki,,,,,CHEMBL1909046,
CHEMBL1064,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,IC50,,,,,CHEMBL1909046,
CHEMBL1064,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,Ki,,,,,CHEMBL1909046,
CHEMBL1167,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,IC50,,,,,CHEMBL1909046,
CHEMBL1167,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,Ki,,,,,CHEMBL1909046,
CHEMBL983,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],IC50,,,,,CHEMBL1909046,
CHEMBL983,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],Ki,,,,,CHEMBL1909046,
CHEMBL277100,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,IC50,,,,,CHEMBL1909046,
CHEMBL277100,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,Ki,,,,,CHEMBL1909046,
CHEMBL1909080,O.O.O.O.O.O.[Cl-].[Cl-].[Sr+2],IC50,,,,,CHEMBL1909046,
CHEMBL1909080,O.O.O.O.O.O.[Cl-].[Cl-].[Sr+2],Ki,,,,,CHEMBL1909046,
CHEMBL438,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,IC50,,,,,CHEMBL1909046,
CHEMBL438,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,Ki,,,,,CHEMBL1909046,
CHEMBL832,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,IC50,,,,,CHEMBL1909046,
CHEMBL832,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,Ki,,,,,CHEMBL1909046,
CHEMBL698,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,IC50,,,,,CHEMBL1909046,
CHEMBL698,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,Ki,,,,,CHEMBL1909046,
CHEMBL33864,O=C(O)CCCCC1CCSS1,IC50,,,,,CHEMBL1909046,
CHEMBL33864,O=C(O)CCCCC1CCSS1,Ki,,,,,CHEMBL1909046,
CHEMBL1220,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,IC50,,,,,CHEMBL1909046,
CHEMBL1220,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,Ki,,,,,CHEMBL1909046,
CHEMBL84,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,IC50,,,,,CHEMBL1909046,
CHEMBL84,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,Ki,,,,,CHEMBL1909046,
CHEMBL1790041,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,IC50,,,,,CHEMBL1909046,
CHEMBL1790041,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,Ki,,,,,CHEMBL1909046,
CHEMBL744,Nc1nc2ccc(OC(F)(F)F)cc2s1,IC50,,,,,CHEMBL1909046,
CHEMBL744,Nc1nc2ccc(OC(F)(F)F)cc2s1,Ki,,,,,CHEMBL1909046,
CHEMBL429023,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,IC50,,,,,CHEMBL1909046,
CHEMBL429023,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,Ki,,,,,CHEMBL1909046,
CHEMBL714,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,IC50,,,,,CHEMBL1909046,
CHEMBL714,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,Ki,,,,,CHEMBL1909046,
CHEMBL498847,Cc1ncc([N+](=O)[O-])n1CC(C)O,IC50,,,,,CHEMBL1909046,
CHEMBL498847,Cc1ncc([N+](=O)[O-])n1CC(C)O,Ki,,,,,CHEMBL1909046,
CHEMBL221886,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,IC50,,,,,CHEMBL1909046,
CHEMBL221886,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,Ki,,,,,CHEMBL1909046,
CHEMBL118865,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCC2(CCCO2)CC1N1CCCC1,IC50,,,,,CHEMBL1909046,
CHEMBL118865,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCC2(CCCO2)CC1N1CCCC1,Ki,,,,,CHEMBL1909046,
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,,,,,CHEMBL1909046,
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,Ki,,,,,CHEMBL1909046,
CHEMBL1908355,NC(=O)N1C(=O)/C(=C(\O)c2cccs2)c2cc(Cl)ccc21,IC50,=,nM,55.0,7.26,CHEMBL1909046,
CHEMBL1908355,NC(=O)N1C(=O)/C(=C(\O)c2cccs2)c2cc(Cl)ccc21,Ki,,,,,CHEMBL1909046,
CHEMBL1242095,CC(=O)c1c(O)cc(O)c(C/C=C(\C)CCC=C(C)C)c1O,IC50,=,nM,6900.0,5.16,CHEMBL1914366,
CHEMBL1916947,O=C(NS(=O)(=O)c1ccccc1)c1cccnc1,IC50,>,nM,50000.0,,CHEMBL1914339,
CHEMBL1916948,O=C(NS(=O)(=O)c1ccc(F)cc1)c1cccnc1,IC50,>,nM,50000.0,,CHEMBL1914339,
CHEMBL1916949,O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cccnc1,IC50,=,nM,35800.0,4.45,CHEMBL1914339,
CHEMBL1916950,O=C(NS(=O)(=O)c1ccc(Br)cc1)c1cccnc1,IC50,=,nM,40500.0,4.39,CHEMBL1914339,
CHEMBL1916951,Cc1ccc(S(=O)(=O)NC(=O)c2cccnc2)cc1,IC50,>,nM,50000.0,,CHEMBL1914339,
CHEMBL1916952,O=C(NS(=O)(=O)c1ccccc1)c1cncc(C(=O)NS(=O)(=O)c2ccccc2)c1,IC50,=,nM,36900.0,4.43,CHEMBL1914339,
CHEMBL1916953,O=C(NS(=O)(=O)c1ccc(F)cc1)c1cncc(C(=O)NS(=O)(=O)c2ccc(F)cc2)c1,IC50,=,nM,40200.0,4.40,CHEMBL1914339,
CHEMBL1916954,O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1cncc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c1,IC50,=,nM,29800.0,4.53,CHEMBL1914339,
CHEMBL1916955,O=C(NS(=O)(=O)c1ccc(Br)cc1)c1cncc(C(=O)NS(=O)(=O)c2ccc(Br)cc2)c1,IC50,=,nM,42500.0,4.37,CHEMBL1914339,
CHEMBL1916956,Cc1ccc(S(=O)(=O)NC(=O)c2cncc(C(=O)NS(=O)(=O)c3ccc(C)cc3)c2)cc1,IC50,>,nM,50000.0,,CHEMBL1914339,
CHEMBL1916957,O=C(NS(=O)(=O)c1ccc(F)cc1)c1ccncc1,IC50,>,nM,50000.0,,CHEMBL1914339,
CHEMBL1916958,O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccncc1,IC50,=,nM,41200.0,4.38,CHEMBL1914339,
CHEMBL1916959,O=C(NS(=O)(=O)c1ccc(Br)cc1)c1ccncc1,IC50,=,nM,38000.0,4.42,CHEMBL1914339,
CHEMBL1916960,Cc1ccc(S(=O)(=O)NC(=O)c2ccncc2)cc1,IC50,>,nM,50000.0,,CHEMBL1914339,
CHEMBL1916961,O=C(NS(=O)(=O)c1ccccc1)c1ccccn1,IC50,>,nM,50000.0,,CHEMBL1914339,
CHEMBL1916962,O=C(NS(=O)(=O)c1ccc(F)cc1)c1ccccn1,IC50,=,nM,43800.0,4.36,CHEMBL1914339,
CHEMBL1916963,O=C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccccn1,IC50,=,nM,39700.0,4.40,CHEMBL1914339,
CHEMBL1916964,O=C(NS(=O)(=O)c1ccc(Br)cc1)c1ccccn1,IC50,>,nM,50000.0,,CHEMBL1914339,
CHEMBL1916965,Cc1ccc(S(=O)(=O)NC(=O)c2ccccn2)cc1,IC50,>,nM,50000.0,,CHEMBL1914339,
CHEMBL1916966,O=C(NS(=O)(=O)c1ccccc1)c1cccc(C(=O)NS(=O)(=O)c2ccccc2)n1,IC50,=,nM,35800.0,4.45,CHEMBL1914339,
CHEMBL1916967,O=C(NS(=O)(=O)c1ccc(F)cc1)c1cccc(C(=O)NS(=O)(=O)c2ccc(F)cc2)n1,IC50,=,nM,40300.0,4.39,CHEMBL1914339,
