molecule_chembl_id,pref_name,clean_smiles,first_approval,pred_IDO1,pred_TDO2,pred_M,pred_D,LCB_IDO1,LCB_TDO2,LCB_dual,P_dual_active,P_balanced_dual,AD_maxTanimoto,in_domain,LCB_dual_standard,LCB_dual_normalized,LCB_dual_pacr,AD_dist_to_paired,PACR_chem_dist_to_ptr,PACR_doc_dist_to_ptr
CHEMBL1621597,IPRATROPIUM,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,1986.0,5.37,5.05,5.21,0.32,3.95,3.88,3.88,0.028,0.028,0.212,False,4.904562034138888,4.903882141884428,4.691082481657904,0.78787875,0.78787875,0.8324436843395233
CHEMBL1201190,LEVOCETIRIZINE DIHYDROCHLORIDE,O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1,2007.0,6.42,5.72,6.07,0.71,5.0,4.54,4.54,0.254,0.227,0.327,True,4.876113611357497,4.860745435352251,4.690479177960301,0.6734694,0.7903226,0.8162299692630768
CHEMBL1000,CETIRIZINE,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,1995.0,6.42,5.72,6.07,0.71,5.0,4.54,4.54,0.254,0.227,0.327,True,4.876113611357497,4.860745435352251,4.690479177960301,0.6734694,0.7903226,0.8162299692630768
CHEMBL85,RISPERIDONE,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,1993.0,6.2,5.97,6.09,0.23,4.78,4.79,4.78,0.354,0.348,0.289,False,4.864724545213867,4.779224837316903,4.689388090709778,0.71111107,0.71111107,0.7111110985279083
CHEMBL962,EPOPROSTENOL SODIUM,CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)[O-])O[C@H]2C[C@H]1O,1995.0,5.71,5.39,5.55,0.32,4.28,4.22,4.22,0.088,0.088,0.12,False,4.945714833996441,4.920480390919452,4.689318973901492,0.8795181,0.8795181,0.8795180693268776
CHEMBL3137330,CABOTEGRAVIR SODIUM,C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12,2021.0,6.06,5.75,5.9,0.31,4.63,4.57,4.57,0.232,0.227,0.222,False,4.863836657015922,4.850572006759843,4.687887818354798,0.7777778,0.78947365,0.8011936992406845
CHEMBL1650443,TRELAGLIPTIN,Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O,,6.1,5.7,5.9,0.4,4.68,4.53,4.53,0.221,0.204,0.232,False,4.772907989517301,4.739989399693846,4.687497023574055,0.76842105,0.77272725,0.7771867513656616
CHEMBL1200851,HOMATROPINE METHYLBROMIDE,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,1943.0,5.4,5.04,5.22,0.36,3.97,3.86,3.86,0.028,0.028,0.23,False,4.9082039949314975,4.898390472041487,4.687032482737419,0.77049184,0.7903226,0.8121143579483032
CHEMBL4298138,REPOTRECTINIB,C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1,2023.0,6.37,5.67,6.02,0.7,4.94,4.49,4.49,0.243,0.215,0.207,False,4.912522781927917,4.7759694225214595,4.686224504012023,0.79310346,0.8061224,0.8073165416717529
CHEMBL1232,ERTAPENEM SODIUM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,2001.0,6.93,5.27,6.1,1.66,5.5,4.09,4.09,0.127,0.077,0.224,False,4.996301142762353,4.926728413111419,4.6861747536548695,0.7755102,0.7882353,0.8231534063816071
CHEMBL3039596,FOSINOPRIL SODIUM,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C,1991.0,6.06,5.81,5.93,0.25,4.63,4.63,4.63,0.249,0.243,0.191,False,4.973019068182266,4.942689496780843,4.6859831216054255,0.80851066,0.8387097,0.8426621556282043
CHEMBL51,KETANSERIN,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,,5.92,5.86,5.89,0.06,4.49,4.68,4.49,0.243,0.238,0.284,False,4.86398581263297,4.880190652041243,4.68425633764787,0.7160494,0.7816092,0.7875437289476395
CHEMBL596,FENTANYL,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,1968.0,6.07,5.67,5.87,0.4,4.65,4.49,4.49,0.215,0.199,0.234,False,4.855302640353454,4.847457387196429,4.683333087314224,0.7662338,0.7662338,0.7662337720394135
CHEMBL1201010,FLUDROCORTISONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,1955.0,5.76,5.15,5.45,0.61,4.33,3.97,3.97,0.061,0.055,0.259,False,4.9318204208734295,4.901059023506296,4.68306006348123,0.7411765,0.81707317,0.8170731663703918
CHEMBL534,KETOTIFEN,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,1999.0,6.03,5.8,5.91,0.23,4.6,4.62,4.6,0.243,0.238,0.254,False,4.821935648880438,4.7673001268215955,4.683014558429248,0.74626863,0.75714284,0.8092070072889328
CHEMBL48449,CANTHARIDIN,C[C@@]12C(=O)OC(=O)[C@]1(C)[C@H]1CC[C@@H]2O1,2023.0,5.76,5.43,5.59,0.33,4.33,4.25,4.25,0.099,0.094,0.189,False,4.799728448266012,4.815032863966776,4.682851147864771,0.8113208,0.8301887,0.8301886767148972
CHEMBL529888,GLIBORNURIDE,Cc1ccc(S(=O)(=O)NC(=O)N[C@H]2[C@H]3CC[C@@](C)([C@H]2O)C3(C)C)cc1,,5.41,5.14,5.28,0.27,3.99,3.96,3.96,0.033,0.033,0.266,False,4.794756509533882,4.869061781114526,4.682768467510263,0.734375,0.8,0.7999999970197678
CHEMBL2103883,AVATROMBOPAG,O=C(Nc1nc(-c2cc(Cl)cs2)c(N2CCN(C3CCCCC3)CC2)s1)c1cnc(N2CCC(C(=O)O)CC2)c(Cl)c1,2018.0,6.29,4.82,5.56,1.46,4.86,3.65,3.65,0.044,0.033,0.19,False,4.844906386475936,4.828361719462461,4.681510384718911,0.8095238,0.8111111,0.811111107468605
CHEMBL2107383,VERNAKALANT HYDROCHLORIDE,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,2010.0,6.0,5.89,5.94,0.12,4.58,4.71,4.58,0.265,0.254,0.196,False,5.016025454832965,4.901789026395649,4.681144974685229,0.8043478,0.8131868,0.8279417157173157
CHEMBL3301627,TENAPANOR HYDROCHLORIDE,CN1Cc2c(Cl)cc(Cl)cc2[C@H](c2cccc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc([C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc54)c3)c2)C1,2019.0,5.9,5.46,5.68,0.44,4.47,4.28,4.28,0.127,0.116,0.175,False,4.86916709528211,4.73824430792569,4.681062506752119,0.8252427,0.8252427,0.844584196805954
CHEMBL3545311,BRIGATINIB,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,2017.0,6.09,5.55,5.82,0.54,4.66,4.37,4.37,0.177,0.166,0.247,False,4.928574751873372,4.757272054726553,4.680904858231272,0.752809,0.7920792,0.8089393973350525
CHEMBL684,DIETHYLCARBAMAZINE,CCN(CC)C(=O)N1CCN(C)CC1,1950.0,5.97,5.86,5.91,0.11,4.54,4.68,4.54,0.26,0.249,0.246,False,4.871802169495716,4.870852997430983,4.680505085702306,0.75438595,0.75438595,0.8230798095464706
CHEMBL296419,ASTEMIZOLE,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,1988.0,6.05,5.56,5.81,0.49,4.63,4.39,4.39,0.171,0.16,0.275,False,5.024939185911704,4.8602141571434405,4.679866825771372,0.7252747,0.7386364,0.7386363744735718
CHEMBL2219425,ARIPIPRAZOLE LAUROXIL,CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,2015.0,5.76,5.58,5.67,0.18,4.34,4.4,4.34,0.149,0.144,0.182,False,4.792239073708705,4.715674672908581,4.679670264634171,0.8181818,0.84158415,0.8518518507480621
CHEMBL1615439,PHENDIMETRAZINE,C[C@H]1[C@H](c2ccccc2)OCCN1C,1976.0,5.95,5.7,5.83,0.24,4.52,4.53,4.52,0.193,0.188,0.207,False,4.876843704127472,4.85636375895927,4.679116159885623,0.79310346,0.8095238,0.8292651474475861
CHEMBL462605,PITOLISANT,Clc1ccc(CCCOCCCN2CCCCC2)cc1,2016.0,6.08,5.85,5.96,0.23,4.65,4.67,4.65,0.287,0.282,0.209,False,4.961487337002593,4.828948227168156,4.678865051180637,0.7906977,0.82608694,0.8266666680574417
CHEMBL430,GEMIFLOXACIN,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,2003.0,6.15,5.91,6.03,0.24,4.72,4.73,4.72,0.315,0.309,0.235,False,4.784089752264598,4.729623227466501,4.678785674070922,0.7647059,0.78431374,0.7971568703651428
CHEMBL1628502,GABAPENTIN ENACARBIL,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,2011.0,5.22,5.04,5.13,0.17,3.79,3.87,3.79,0.022,0.022,0.164,False,4.85394000982144,4.705618959849156,4.678677746316687,0.8358209,0.8611111,0.8783042430877686
CHEMBL1200599,DIFENOXIN HYDROCHLORIDE,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1,1978.0,5.96,5.77,5.87,0.19,4.54,4.6,4.54,0.227,0.221,0.25,False,4.800998029505553,4.765636471776849,4.678652863546324,0.75,0.828125,0.841034397482872
CHEMBL251940,PERICIAZINE,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,,6.14,5.53,5.83,0.61,4.71,4.35,4.35,0.182,0.166,0.214,False,4.86721477338882,4.792316559941562,4.6786428475005035,0.78571427,0.78571427,0.844580888748169
CHEMBL403,SULBACTAM,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,1986.0,6.14,5.83,5.99,0.31,4.72,4.66,4.66,0.276,0.271,0.172,False,4.859368068411706,4.870358373372694,4.678368479779098,0.8275862,0.8275862,0.8333333283662796
CHEMBL1165,MOEXIPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,1995.0,6.07,5.7,5.88,0.37,4.64,4.52,4.52,0.215,0.204,0.243,False,4.825773387403086,4.860346890777789,4.678086298288002,0.7567568,0.7567568,0.8168859332799911
CHEMBL476960,VOGLIBOSE,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,1994.0,5.55,5.2,5.37,0.35,4.12,4.02,4.02,0.044,0.044,0.153,False,5.007829458977318,4.917337153885203,4.67617204455647,0.8472222,0.8472222,0.8472222238779068
CHEMBL115,INDINAVIR ANHYDROUS,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,1996.0,6.12,5.85,5.98,0.27,4.69,4.67,4.67,0.293,0.287,0.204,False,4.920380509526438,4.907489623912465,4.675969023249684,0.79591835,0.79591835,0.8157894760370255
CHEMBL1200721,ESTRAMUSTINE PHOSPHATE SODIUM,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-],1981.0,5.66,5.41,5.54,0.25,4.23,4.24,4.23,0.083,0.083,0.215,False,4.787963137956615,4.826762214949887,4.675176717242956,0.7849462,0.8426966,0.8426966220140457
CHEMBL1658,RETAPAMULIN,C=C[C@]1(C)C[C@@H](OC(=O)CS[C@@H]2C[C@H]3CC[C@@H](C2)N3C)[C@]2(C)[C@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,2007.0,6.65,6.29,6.47,0.36,5.23,5.12,5.12,0.635,0.602,0.186,False,4.998230107455196,4.9118542176783455,4.674669237576173,0.814433,0.84615386,0.8461538404226303
CHEMBL4297588,ODEVIXIBAT,CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)N[C@@H](CC)C(=O)O)c3ccc(O)cc3)cc2S(=O)(=O)N1,2021.0,6.42,5.54,5.98,0.88,4.99,4.36,4.36,0.199,0.155,0.189,False,4.980098480506842,4.873514591609034,4.674224434382972,0.8113208,0.8118812,0.86954565346241
CHEMBL2105759,BARICITINIB,CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,2017.0,6.08,5.89,5.98,0.2,4.66,4.71,4.66,0.287,0.282,0.193,False,4.929781035689638,4.837200212284953,4.674211293038191,0.8072289,0.8072289,0.8550709038972855
CHEMBL1201116,HETACILLIN,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,1982.0,6.24,5.74,5.99,0.5,4.81,4.56,4.56,0.243,0.232,0.222,False,4.835074640628142,4.815227388540059,4.673452545919917,0.7777778,0.7777778,0.8028168976306915
CHEMBL106258,AMINOREX,NC1=NCC(c2ccccc2)O1,,6.4,5.83,6.11,0.57,4.97,4.65,4.65,0.298,0.282,0.213,False,4.7472571640558945,4.808398684072174,4.673181185697974,0.78723407,0.8135593,0.8312812149524689
CHEMBL1200734,FOSAMPRENAVIR CALCIUM,CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,2003.0,6.22,5.77,5.99,0.46,4.8,4.59,4.59,0.265,0.249,0.198,False,4.87921099437123,4.88567543332682,4.672642108554206,0.8020833,0.827957,0.8468468487262726
CHEMBL848,LENALIDOMIDE,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,2005.0,6.34,5.65,5.99,0.69,4.91,4.47,4.47,0.238,0.21,0.213,False,4.851228225588759,4.815625688227994,4.672081965698055,0.78688526,0.78688526,0.8352875709533691
CHEMBL2105755,NALDEMEDINE,CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c(O)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@]3(O)C1)c1nc(-c2ccccc2)no1,2017.0,5.91,5.45,5.68,0.46,4.49,4.28,4.28,0.127,0.116,0.174,False,4.838340937393651,4.785839925118143,4.672008361251649,0.82568806,0.82568806,0.8410841822624207
CHEMBL282724,SITAXENTAN,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,2006.0,5.83,5.99,5.91,-0.17,4.4,4.81,4.4,0.232,0.215,0.25,False,4.89116966238595,4.830947449680641,4.671148737723785,0.75,0.8163265,0.8462747037410736
CHEMBL1664,FOSAMPRENAVIR,CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,2003.0,6.22,5.77,5.99,0.45,4.8,4.59,4.59,0.265,0.249,0.198,False,4.8730930513959825,4.88345565658042,4.671055393481734,0.8020833,0.827957,0.8468468487262726
CHEMBL1874750,CINEPAZIDE,COc1cc(/C=C/C(=O)N2CCN(CC(=O)N3CCCC3)CC2)cc(OC)c1OC,1980.0,5.84,5.64,5.74,0.19,4.41,4.47,4.41,0.166,0.16,0.231,False,4.828925659685099,4.872702895374069,4.6708094828352085,0.7692308,0.8,0.8366008251905441
CHEMBL3237547,CEDAZURIDINE,O=C1N[C@H](O)CCN1[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,2020.0,6.18,5.7,5.94,0.48,4.75,4.52,4.52,0.232,0.221,0.186,False,4.867044644779075,4.891433567265917,4.670126225129257,0.8142857,0.84146345,0.852941170334816
CHEMBL2021430,DEXAMETHASONE SODIUM PHOSPHATE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-],1959.0,5.58,5.22,5.4,0.36,4.15,4.05,4.05,0.044,0.044,0.202,False,4.984349584530171,4.904456061688761,4.670013289201194,0.7978723,0.81609195,0.8160919547080994
CHEMBL1200762,BETAMETHASONE SODIUM PHOSPHATE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-],1965.0,5.58,5.22,5.4,0.36,4.15,4.05,4.05,0.044,0.044,0.202,False,4.984349584530171,4.904456061688761,4.670013289201194,0.7978723,0.81609195,0.8160919547080994
CHEMBL1201043,CEPHAPIRIN SODIUM,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,1974.0,6.07,5.64,5.85,0.43,4.64,4.46,4.46,0.204,0.188,0.202,False,4.935993295713567,4.775437959747995,4.66950152338526,0.7977528,0.8488372,0.857476145029068
CHEMBL2146124,CEFUROXIME SODIUM,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@H]12)c1ccco1,1983.0,6.26,5.67,5.97,0.59,4.84,4.49,4.49,0.227,0.21,0.176,False,4.846866088454318,4.711273167747332,4.669369430402027,0.82417583,0.84615386,0.8562189489603043
CHEMBL2040682,CICLESONIDE,CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,2006.0,5.73,5.34,5.53,0.39,4.3,4.16,4.16,0.088,0.088,0.196,False,4.956970932025425,4.907091028189793,4.669163565060913,0.8039216,0.8333333,0.8333333283662796
CHEMBL490,PAROXETINE,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,1992.0,6.29,5.95,6.12,0.33,4.86,4.78,4.78,0.354,0.348,0.219,False,4.845722843848801,4.850677868892371,4.668691118692526,0.7808219,0.83908045,0.8509621620178223
CHEMBL634,ALFENTANIL,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,1986.0,5.89,5.88,5.88,0.01,4.46,4.7,4.46,0.232,0.227,0.225,False,4.8863204422005735,4.823206605546569,4.668651315861443,0.775,0.78313255,0.7951164245605469
CHEMBL1200523,CEFAZOLIN SODIUM,Cc1nnc(SCC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,1973.0,6.13,5.73,5.93,0.39,4.7,4.55,4.55,0.243,0.232,0.161,False,4.928677982757288,4.7342957893145305,4.667966186778295,0.8387097,0.8504673,0.8504672944545746
CHEMBL799,CILOSTAZOL,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,1999.0,6.31,5.65,5.98,0.65,4.88,4.48,4.48,0.238,0.215,0.185,False,4.892893038550991,4.696692991530105,4.667946634824648,0.8148148,0.82142854,0.834251806139946
CHEMBL1144,PRAVASTATIN,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,1991.0,5.21,5.1,5.15,0.11,3.78,3.92,3.78,0.028,0.028,0.148,False,5.070025414381219,4.891781970343782,4.66782111268316,0.85227275,0.8586956,0.8664936572313309
CHEMBL1873475,IBRUTINIB,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,2013.0,6.25,5.4,5.82,0.84,4.82,4.23,4.23,0.144,0.122,0.188,False,4.845011712971098,4.876221377424678,4.666994789443618,0.8118812,0.8172043,0.8310103118419647
CHEMBL1200473,CYCLOPENTOLATE HYDROCHLORIDE,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,1974.0,5.45,4.92,5.18,0.54,4.03,3.74,3.74,0.022,0.022,0.25,False,4.793998452603649,4.773786362702326,4.666859061583716,0.75,0.7966102,0.8345779180526733
CHEMBL468,THALIDOMIDE,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,1956.0,6.13,5.56,5.85,0.57,4.7,4.38,4.38,0.188,0.171,0.28,False,4.786435918013618,4.790242658917021,4.666812775593059,0.72,0.72,0.7904866635799408
CHEMBL1756,ESTRAMUSTINE PHOSPHATE,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,1981.0,5.6,5.37,5.49,0.23,4.17,4.19,4.17,0.077,0.077,0.217,False,4.804259530362772,4.84096754864731,4.665968152360609,0.7826087,0.8409091,0.8409090936183929
CHEMBL1305,ANTAZOLINE,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,1994.0,5.46,5.0,5.23,0.47,4.04,3.82,3.82,0.028,0.028,0.189,False,4.728883517283614,4.841856799198563,4.664270131159994,0.8113208,0.8196721,0.8260869532823563
CHEMBL243712,AMISULPRIDE,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,1986.0,5.78,5.25,5.52,0.53,4.36,4.07,4.07,0.077,0.072,0.228,False,4.848743974138729,4.8193681554884575,4.664164050321186,0.7717391,0.7717391,0.7924629747867584
CHEMBL307261,ARTENIMOL,C[C@H]1[C@@H](O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,,5.43,5.19,5.31,0.24,4.0,4.01,4.0,0.039,0.039,0.129,False,4.923871040193483,4.900346653434485,4.663770151029267,0.87142855,0.8857143,0.8857142850756645
CHEMBL1753,CLINDAMYCIN,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,1970.0,6.19,5.98,6.08,0.21,4.76,4.8,4.76,0.348,0.343,0.153,False,5.044220774507213,4.92500305493255,4.663012760605484,0.84705883,0.84705883,0.8685096204280853
CHEMBL349803,PIRETANIDE,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,,5.88,5.7,5.79,0.18,4.45,4.52,4.45,0.182,0.177,0.227,False,4.691985750897987,4.707163753358307,4.662546879644727,0.77272725,0.77272725,0.7777777761220932
CHEMBL469,KETOROLAC,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,1989.0,6.01,5.84,5.92,0.16,4.58,4.66,4.58,0.265,0.26,0.242,False,4.783683100675811,4.852576673993916,4.662191502506431,0.75757575,0.75757575,0.8121980726718903
CHEMBL691,ETHINYL ESTRADIOL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,1982.0,5.72,5.43,5.58,0.29,4.3,4.25,4.25,0.094,0.094,0.167,False,4.7747094055769015,4.728273295248295,4.661926352542611,0.8333333,0.8488372,0.8610368072986603
CHEMBL1908315,GEMEPROST,CCCCC(C)(C)[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCC/C=C/C(=O)OC,,5.37,5.16,5.26,0.21,3.94,3.98,3.94,0.039,0.039,0.146,False,4.81616024011183,4.860415744173855,4.660742539865099,0.8541667,0.8651686,0.8823529407382011
CHEMBL2218861,QUINAGOLIDE,CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,2004.0,6.01,5.56,5.79,0.45,4.58,4.38,4.38,0.166,0.149,0.184,False,4.868678728583348,4.876030710071898,4.660532150515365,0.81609195,0.8352941,0.8493670672178268
CHEMBL443052,TAVABOROLE,OB1OCc2cc(F)ccc21,2014.0,6.05,5.83,5.94,0.23,4.63,4.65,4.63,0.254,0.249,0.196,False,4.834021422288132,4.838172323243638,4.660447999419144,0.8043478,0.8196721,0.8196721374988556
CHEMBL315985,ESLICARBAZEPINE,NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21,,6.19,5.98,6.08,0.21,4.76,4.8,4.76,0.348,0.343,0.254,False,4.809905598419434,4.798804112212519,4.659796266715236,0.7457627,0.7777778,0.8157894760370255
CHEMBL1200478,DYCLONINE HYDROCHLORIDE,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,1982.0,5.95,5.78,5.87,0.16,4.52,4.61,4.52,0.221,0.215,0.197,False,4.812977002574349,4.839849017165996,4.659717375863423,0.80281687,0.80281687,0.8264680653810501
CHEMBL4297528,RISDIPLAM,Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1,2020.0,6.53,6.01,6.27,0.52,5.11,4.83,4.83,0.409,0.398,0.218,False,4.772638483884191,4.688549553899702,4.6592800917685615,0.7816092,0.8181818,0.8181818127632141
CHEMBL1531,ETONOGESTREL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,2001.0,5.69,5.35,5.52,0.34,4.26,4.17,4.17,0.077,0.077,0.167,False,4.826505296515536,4.744192874872019,4.658580686501407,0.8333333,0.8666667,0.8795180693268776
CHEMBL1393,SPIRONOLACTONE,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,1960.0,5.71,5.46,5.59,0.25,4.28,4.29,4.28,0.105,0.105,0.19,False,4.748495264599105,4.775202462828685,4.658293073309454,0.8095238,0.8375,0.8375000059604645
CHEMBL2107360,PALIPERIDONE PALMITATE,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,2009.0,6.36,6.07,6.22,0.29,4.94,4.89,4.89,0.409,0.403,0.259,False,4.859120612399474,4.8176988196311665,4.657385550150538,0.74107146,0.7477478,0.7535035014152527
CHEMBL1788386,TETRAMETHRIN,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,,6.09,5.71,5.9,0.38,4.66,4.53,4.53,0.221,0.21,0.211,False,4.909592595198852,4.873613519732531,4.6572729716875925,0.78947365,0.8405797,0.8450704216957092
CHEMBL135,ESTRADIOL,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,1975.0,5.64,5.42,5.53,0.22,4.21,4.25,4.21,0.083,0.083,0.188,False,4.803462265303294,4.801980697260992,4.657088727521381,0.8115942,0.8309859,0.842582494020462
CHEMBL1200430,ESTRADIOL ACETATE,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,2003.0,5.63,5.46,5.55,0.17,4.2,4.28,4.2,0.094,0.094,0.256,False,4.7984240050143505,4.856088545691352,4.6564689854192745,0.74358976,0.81707317,0.8266666680574417
